Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
NEXI,Common Stock,Neximmune Inc,"NexImmune, Inc., a clinical-stage biotechnology company, is dedicated to developing therapies with curative potential for patients with cancer and other life-threatening immune-mediated diseases. The company is headquartered in Gaithersburg, Maryland.",1538210,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"9119 GAITHER ROAD, GAITHERSBURG, MD, US",December,6/30/23,5267900,-48657584,None,None,0.652,0,0,-1.78,0,0,0,-0.697,-1.338,0,0,-1.78,0,0,2,-,-,-,0.19,-,0.592,2.214,0.814,0.19,0.267,0.353,26078500,None,None
OFLX,Common Stock,Omega Flex Inc,"Omega Flex, Inc., manufactures and sells flexible metal hoses and fittings in the United States and internationally. The company is headquartered in Exton, Pennsylvania.",1317945,NASDAQ,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","451 CREAMERY WAY, EXTON, PA, US",December,6/30/23,794724000,30192000,34.53,0,7.42,1.29,0.0168,2.28,11.72,0.195,0.246,0.199,0.329,118268000,78305000,2.28,-0.164,-0.186,None,34.53,-,8.02,15.89,8.07,30.47,0.507,127.71,76.56,83.5,100.43,10094300,10/6/23,9/22/23
PXS,Common Stock,Pyxis Tankers Inc,"Pyxis Tankers Inc. is a shipping company with a focus on the tanker sector in the United States. The company is headquartered in Maroussi, Greece.",1640043,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,"357-359, MESSOGHION AVENUE, HALANDRI 152 31, ATHENS, GR",December,6/30/23,40795200,26715000,2.022,0,6.74,0,0,1.86,5.29,0.423,0.372,0.0964,0.39,56497000,28122000,1.86,-0.382,-0.408,8.07,2.022,3.667,1.208,1.102,2.675,12.03,-0.618,6.26,3.25,3.555,4.526,10849800,None,None
PDCO,Common Stock,Patterson Companies Inc,"Patterson Companies, Inc. distributes and sells dental and animal health products in the United States, the United Kingdom, and Canada. The company is headquartered in Saint Paul, Minnesota.",891024,NASDAQ,USD,USA,TRADE & SERVICES,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES","1031 MENDOTA HEIGHTS RD, ST PAUL, MN, US",April,7/31/23,2846745000,373700000,13.56,2.098,11.59,1.04,0.035,2.19,67.44,0.0328,0.0443,0.0641,0.2,6524951000,1372945000,2.19,0.28,0.035,35.56,13.56,12.52,0.424,2.699,0.534,9.36,1.297,34.53,23.05,31.66,29.07,95850000,11/3/23,10/19/23
NRC,Common Stock,National Research Corp,"National Research Corporation provides analytics and information that make it easy to measure and improve the patient and employee experience in the United States and Canada. The company is headquartered in Lincoln, Nebraska.",70487,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,"1245 Q STREET, LINCOLN, NE, US",December,6/30/23,1032830000,47315000,35.63,None,3.166,0.6,0.0114,1.18,6.03,0.197,0.281,0.193,0.399,148468000,94519000,1.18,-0.121,-0.03,None,35.63,-,6.08,13.59,6.03,17.47,0.497,47.12,33.56,43.11,42.84,24567800,10/13/23,9/28/23
SCOR,Common Stock,Comscore Inc,"comScore, Inc. is an information and analytics company that measures advertising, consumer behavior, and audiences on media platforms globally. The company is headquartered in Reston, Virginia.",1158172,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","11950 DEMOCRACY DRIVE, SUITE 600, RESTON, VA, US",December,6/30/23,58373000,19530000,None,-140.25,0.934,0,0,-1.3,4.003,-0.281,-0.0065,-0.0027,-0.318,376265000,174159000,-1.3,0,0.025,1.27,-,-,0.304,0.849,0.902,-20.18,1.131,1.71,0.53,0.694,0.974,95086000,None,None
PMCB,Common Stock,PharmaCyte Biotech Inc,"PharmaCyte Biotech, Inc., a clinical-stage biotechnology company, focuses on developing and commercializing cell therapies for cancer and diabetes in the United States. The company is headquartered in Laguna Hills, California.",1157075,NASDAQ,USD,USA,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,"23046 AVENIDA DE LA CARLOTA, SUITE 600, LAGUNA HILLS, CA, US",April,7/31/23,18872900,None,None,0,4.868,0,0,-0.43,0,0,0,-0.0512,-0.0817,0,0,-0.43,0,0,None,-,-,-,0.654,-,-11.23,-0.0135,3.23,2.08,2.501,2.841,8778100,None,None
TSBX,Common Stock,Turnstone Biologics Corp. Common Stock,"Turnstone Biologics Corp. The company is headquartered in LA Jolla, California.",1764974,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","9310 ATHENA CIRCLE, SUITE 300, LA JOLLA, CA, UNITED STATES",December,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,13.2,3.32,0,0,0,None,None
UG,Common Stock,United-Guardian Inc,"United-Guardian, Inc. manufactures and markets cosmetic ingredients, pharmaceuticals, medical lubricants, and specialty industrial products in the United States and internationally. The company is headquartered in Hauppauge, New York.",101295,NASDAQ,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","230 MARCUS BLVD, HAUPPAUGE, NY, US",December,6/30/23,34595200,2799200,15.69,0,2.282,0.41,0.055,0.48,2.264,0.216,0.258,0.142,0.223,10400600,6702100,0.48,-0.272,-0.269,None,15.69,-,3.724,5.17,3.282,9.12,0.466,14.08,7.16,7.74,9.36,4594300,8/2/23,7/25/23
SINT,Common Stock,SINTX Technologies Inc,"Sintx Technologies, Inc., an advanced materials company, researches, develops, manufactures, and markets silicon nitride ceramics in the United States, Europe, and South America. The company is headquartered in Salt Lake City, Utah.",1269026,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"1885 WEST 2100 STREET, SALT LAKE CITY, UT, US",December,6/30/23,4039700,-10898000,None,None,3.282,0,0,-45.03,1.267,0,-5.13,-0.392,-0.729,2238000,1296000,-45.03,0,1.117,7,-,-,4.756,0.552,6.14,-0.362,1.637,33.6,0.73,1.274,3.897,4208000,7/29/19,None
QRHC,Common Stock,Quest Resource Holding Corp,"Quest Resource Holding Corporation provides solutions for the reuse, recycling, and disposal of various waste streams and recyclables in the United States. The company is headquartered in The Colony, Texas.",1442236,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","3481 PLANO PARKWAY, THE COLONY, TX, US",December,6/30/23,146388000,13373500,None,0.911,3.494,0,0,-0.41,14.34,-0.0279,0.0118,0.0118,-0.111,284222000,48855500,-0.41,0.667,-0.031,11.67,-,13.66,0.471,1.752,0.722,16.2,0.73,9.69,5,7.27,6.44,19782100,8/11/16,None
MPRA,Common Stock,Mercato Partners Acquisition Corp,"Mercato Partners Acquisition Corporation intends to acquire assets and businesses through a merger, stock exchange, stock purchase, reorganization or similar business combination. The company is headquartered in Cottonwood Heights, Utah.",1853436,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"2750 E. COTTONWOOD PARKWAY, SUITE #500, COTTONWOOD HEIGHTS, UT, US",December,6/30/23,107137000,None,266.5,None,-0.893,0,0,0.04,0,0,0,-0.0235,0,0,-44426,0.04,-0.631,0,None,266.5,-,-,-,-,-,None,12.12,8.63,10.57,10.41,4300400,None,None
ORGN,Common Stock,Origin Materials Inc,"Origen Financial, Inc. is a real estate investment trust (REIT) in the United States. The company is headquartered in Southfield, Michigan.",1802457,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"3 COLUMBUS CIRCLE, SUITE 2215, NEW YORK, NY, US",December,6/30/23,180830000,-48234000,6.63,0,2.824,0,0,0.19,0.062,3.208,-5.73,-0.0631,0.0742,8602000,-3678,0.19,0.4,0,4,6.63,-,7.18,2.201,-,6.1,1.414,6.26,1.18,2.336,4.043,143516000,2/25/20,None
SEDG,Common Stock,SolarEdge Technologies Inc,"SolarEdge Technologies, Inc. designs, develops and sells optimized direct current (DC) inverter systems for solar photovoltaic (PV) installations worldwide. The company is headquartered in Herzliya, Israel.",1419612,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1 HAMADA STREET, HERZILIYA PITUACH, IL",December,6/30/23,7394367000,536436000,26.74,1.594,44.56,0,0,4.89,65.3,0.0829,0.132,0.0715,0.134,3662604000,844648000,4.89,6.6,0.362,286.44,26.74,49.26,6.42,9.14,6.71,74.39,1.404,345.8,125.26,177.44,265.72,56558000,None,None
TBCP,Common Stock,Thunder Bridge Capital Partners III Inc,"Thunder Bridge Capital Partners III Inc. focuses on effecting a merger, equity exchange, asset acquisition, stock purchase, reorganization or other similar business combination with one or more companies. The company is headquartered in Great Falls, Virginia.",1815753,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"9912 GEORGETOWN PIKE SUITE D203, GREAT FALLS, NY, US",December,6/30/23,123829000,None,None,None,-1.341,0,0,-0.05,0,0,0,-0.0039,0,0,0,-0.05,-0.482,0,None,-,-,-,1.323,-,-419.63,0.0672,10.55,9.67,10.33,10.11,11964200,None,None
RPD,Common Stock,Rapid7 Inc,"Rapid7, Inc. provides cyber security solutions. The company is headquartered in Boston, Massachusetts.",1560327,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"120 CAUSEWAY STREET, BOSTON, MA, US",December,6/30/23,2773976000,-41089000,None,-1.05,-1.822,0,0,-2.21,12.3,-0.181,-0.115,-0.0401,-1.278,733840000,470734000,-2.21,0,0.137,52.64,-,72.99,3.297,57.92,4.469,-28.19,1.015,55.61,26.48,46.83,44.26,60966000,None,None
PWFL,Common Stock,PowerFleet Inc,"PowerFleet, Inc. offers wireless Internet of Things and machine-to-machine solutions in the United States, Israel, and internationally. The company is headquartered in Woodcliff Lake, New Jersey.",1774170,NASDAQ,USD,USA,MANUFACTURING,"COMMUNICATIONS EQUIPMENT, NEC","123 TICE BLVD., WOODCLIFF LAKE, NJ, US",December,6/30/23,84790000,1035000,None,0.761,2.392,0,0,-0.21,3.726,-0.0164,-0.0566,-0.0213,-0.0151,132291000,64171000,-0.21,0,-0.074,6.5,-,9.34,0.673,1.077,1.175,-93.47,1.404,3.49,1.85,2.556,2.765,36235000,None,None
NLTX,Common Stock,Neoleukin Therapeutics,"Neoleukin Therapeutics, Inc., a biopharmaceutical company, develops immunotherapies for cancer, inflammation, and autoimmune disorders using protein design technology. The company is headquartered in Seattle, Washington.",1404644,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"SUITE 360 - 1616 EASTLAKE AVE EAST, SEATTLE, WA, US",December,6/30/23,33060100,-41546000,None,None,1.808,0,0,-0.77,0,0,0,-0.231,-0.436,0,0,-0.77,0,0,1.5,-,-,-,0.185,-,1.31,1.185,4.7,1.875,0.736,0.667,44021400,None,None
MASI,Common Stock,Masimo Corporation,"Masimo Corporation develops, manufactures and markets non-invasive monitoring technologies and hospital automation solutions globally. The company is headquartered in Irvine, California.",937556,NASDAQ,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"52 DISCOVERY, IRVINE, CA, US",December,6/30/23,4668592000,289000000,42.91,4.729,24.77,0,0,2.06,41.57,0.053,0.0878,0.0402,0.0922,2186600000,1058800000,2.06,-0.121,-0.195,130.63,42.91,40,4.344,6.08,4.833,28.66,0.81,198,83.03,109.9,152.94,52818000,12/11/12,11/23/12
TUSK,Common Stock,Mammoth Energy Services Inc,"Mammoth Energy Services, Inc. is an oilfield services company. The company is headquartered in Oklahoma City, Oklahoma.",1679268,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,"OIL & GAS FIELD SERVICES, NEC","14201 CALIBER DRIVE, SUITE 300, OKLAHOMA CITY, OK, US",December,6/30/23,222449000,55876000,13.65,0,9.73,0,0.2,0.34,8.47,0.0407,0.0016,0.0006,0.0357,401861000,83499000,0.34,0,-0.159,6.65,13.65,-,1.022,0.657,1.297,5.44,1.855,8.79,3.405,4.854,5.14,47941700,5/17/19,5/9/19
RUN,Common Stock,Sunrun Inc,"Sunrun Inc. is dedicated to the design, development, installation, sale, ownership and maintenance of residential solar energy systems in the United States. The company is headquartered in San Francisco, California.",1469367,NASDAQ,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","225 BUSH STREET, SUITE 1400, SAN FRANCISCO, CA, US",December,6/30/23,2671351000,-232671008,30,0.45,30.4,0,0,0.41,11.33,0.0366,-0.297,-0.0235,-0.145,2421100000,298712000,0.41,7.73,0.01,33.16,30,163.93,2.954,1.054,6.82,700.18,2.317,33.33,11.5,16.06,20.1,217183000,None,None
PLUR,Common Stock,Pluri Inc.,None,1158780,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","MATAM ADVANCED TECHNOLOGY PARK, BUILDING NO. 5, HAIFA, IL",June,3/31/23,26770800,-29161000,None,None,0.464,0,0,-0.89,0.005,0,-168.09,-0.273,-1.028,176000,234000,-0.89,0,-0.628,4,-,-,102.24,1.241,30.05,-0.279,1.536,1.447,0.53,0.741,0.898,41217600,7/25/19,None
SCWO,Common Stock,374Water Inc. Common Stock,"374Water, Inc. is focused on providing technology that addresses the challenges of environmental pollution. The company is headquartered in Durham, North Carolina.",933972,NASDAQ,USD,USA,MANUFACTURING,MOTORS & GENERATORS,"701 W. MAIN STREET, SUITE 410, DURHAM, NC, US",December,6/30/23,213594000,-6037270,None,None,0.145,0,0,-0.05,0.02,-2.3,-2.386,-0.243,-0.4,2563100,336500,-0.05,0,-0.952,None,-,-,155.46,40.18,174.88,-109.03,0.147,5.17,1.22,1.88,2.936,132667000,None,None
SILO,Common Stock,Silo Pharma Inc,None,1514183,NASDAQ,USD,USA,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,"1086 TEANECK ROAD, SUITE 3A, TEANECK, NJ, US",December,6/30/23,6279800,None,None,None,2.675,0,0,-1.61,0.025,0,-62.75,-0.293,-0.565,72100,66260,-1.61,0,0,None,-,-,140.61,0.855,68.66,1.213,-0.723,6.5,1.64,2.03,2.41,3108800,None,None
RIBT,Common Stock,Ricebran Tech,"RiceBran Technologies, is a specialty ingredients company. The company is headquartered in The Woodlands, Texas.",1063537,NASDAQ,USD,USA,MANUFACTURING,GRAIN MILL PRODUCTS,"1330 LAKE ROBBINS DRIVE, SUITE 250, THE WOODLANDS, TX, US",December,6/30/23,2907400,-5328000,None,-0.08,0.122,0,0,-1.28,6.63,-0.391,-0.184,-0.23,-0.936,41158000,-759000,-1.28,0,-0.047,4.5,-,-,0.128,0.492,0.337,-1.507,0.445,1.911,0.42,0.682,0.905,6607800,None,None
PESI,Common Stock,Perma-Fix Environmental Svcs Inc,"Perma-Fix Environmental Services, Inc., is an environmental and technical expertise company in the United States. The company is headquartered in Atlanta, Georgia.",891532,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,HAZARDOUS WASTE MANAGEMENT,"8302 DUNWOODY PLACE, SUITE 250, ATLANTA, GA, US",December,6/30/23,140270000,264000,None,0,2.82,0,0,-0.04,6.01,-0.012,-0.0292,-0.0201,-0.0132,80368000,7323000,-0.04,-0.581,0.287,19,-,-,0.644,1.197,0.684,-15.47,0.845,13.87,3.2,11.23,8.88,13565800,None,None
SFT,Common Stock,Shift Technologies Inc.,"Shift Technologies, Inc. provides an end-to-end automotive e-commerce platform for buying and selling used cars. The company is headquartered in San Francisco, California.",1762322,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"2525 16TH STREET, SUITE 316, SAN FRANCISCO, CA, US",December,6/30/23,20908800,-129399000,None,None,-7.7,0,0,-10.05,25.08,-0.416,-0.403,-0.377,-22.22,328808000,25333000,-10.05,0,-0.789,2.3,-,-,0.0225,5.1,0.271,-1.095,1.552,7.13,1.06,1.808,1.918,16999000,None,None
NMRD,Common Stock,Nemaura Medical Inc,"Nemaura Medical Inc., a medical technology company, discovers, develops and markets diagnostic medical devices. The company is headquartered in New York, New York.",1602078,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"57 WEST 57TH STREET, MANHATTAN, NY, US",March,6/30/23,10288200,-8632643,None,0,-0.498,0,0,-0.48,0.003,0,-117.8,-0.403,-7.24,77040,-1476392,-0.48,0,-1,5.5,-,-,71.61,122.56,91.43,-6.07,0.343,3.43,0.3,0.638,0.986,28899400,12/5/19,None
RFIL,Common Stock,RF Industries Ltd,"RF Industries, Ltd. designs, manufactures, and markets interconnection products and systems in the United States, Canada, Mexico, and internationally. The company is headquartered in San Diego, California.",740664,NASDAQ,USD,USA,MANUFACTURING,ELECTRONIC CONNECTORS,"7610 MIRAMAR RD, BLDG 6000, SAN DIEGO, CA, US",October,7/31/23,29943600,4055000,None,0,3.927,0,0.0156,-0.19,7.74,-0.0224,0.0218,0.013,-0.0435,79283000,24549000,-0.19,0.134,-0.344,4.25,-,-,0.62,1.244,0.95,20.16,0.945,6,2.53,3.58,4.359,10289900,4/15/20,3/30/20
NSYS,Common Stock,Nortech Systems Incorporated,"Nortech Systems Incorporated is an electronic manufacturing services company in the United States, Mexico, and China. The company is headquartered in Maple Grove, Minnesota.",722313,NASDAQ,USD,USA,MANUFACTURING,"ELECTRONIC COMPONENTS, NEC","7550 MERIDIAN CIRCLE N, SUITE 150, MAPLE GROVE, MN, US",December,6/30/23,24935700,6824000,11.11,0,10.68,0,0,0.82,52.21,0.0175,0.0344,0.0433,0.0875,140803000,20480000,0.82,-0.12,0.077,None,11.11,-,0.271,1.3,0.417,5.33,0.72,16.52,8.76,9.8,11.18,2737200,None,None
NDSN,Common Stock,Nordson Corporation,"Nordson Corporation designs, manufactures, and markets products and systems for dispensing, applying, and controlling adhesives, coatings, polymers, sealants, biomaterials, and other fluids globally. The company is headquartered in Westlake, Ohio.",72331,NASDAQ,USD,USA,TECHNOLOGY,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC","28601 CLEMENS RD, WESTLAKE, OH, US",October,7/31/23,12718225000,779394000,25.7,1.864,45.25,2.6,0.0122,8.68,45.39,0.193,0.26,0.105,0.21,2592900000,1426536000,8.68,-0.094,-0.02,258.83,25.7,23.87,5.52,6.14,5.52,18.57,0.944,252.65,201.37,238.62,231,57014000,9/5/23,8/21/23
OESX,Common Stock,Orion Energy Systems Inc,"Orion Energy Systems, Inc. researches, designs, develops, manufactures, markets, sells, installs and implements energy management systems for commercial and retail offices, outdoor area lighting, and industrial applications in North America. The company is headquartered in Manitowoc, Wisconsin.",1409375,NASDAQ,USD,USA,MANUFACTURING,ELECTRIC LIGHTING & WIRING EQUIPMENT,"2210 WOODLAND DRIVE, MANITOWOC, WI, US",March,6/30/23,42903400,-11733000,None,-0.11,0.825,0,0,-1.17,2.409,-0.495,-0.181,-0.121,-0.854,77090000,17511000,-1.17,-0.747,-0.016,4,-,14.12,0.834,1.243,0.774,-13.41,1.97,2.45,1.25,1.528,1.724,32502600,None,None
MRBK,Common Stock,Meridian Bank,"Meridian Corporation is the holding company for Meridian Bank offering commercial banking products and services in Pennsylvania, New Jersey, Delaware and Maryland. The company is headquartered in Malvern, Pennsylvania.",1750735,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"9 OLD LINCOLN HIGHWAY, MALVERN, PA, US",December,6/30/23,111666000,None,6.17,None,14.01,0.45,0.0496,1.62,8.97,0.187,0.238,0.0094,0.123,101923000,109364000,1.62,-0.146,-0.067,13.33,6.17,-,1.52,1.27,-,-,0.489,16.2,7.61,11.58,12.47,11177800,8/21/23,8/11/23
ROCK,Common Stock,Gibraltar Industries Inc,"Gibraltar Industries, Inc. manufactures and distributes construction products for the renewable energy, conservation, residential and infrastructure markets in North America and Asia. The company is headquartered in Buffalo, New York.",912562,NASDAQ,USD,USA,MANUFACTURING,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS","3556 LAKE SHORE ROAD, P O BOX 2028, BUFFALO, NY, US",December,6/30/23,2090717000,178184000,23.62,1.02,27.95,0,0,2.91,43.86,0.0656,0.111,0.0745,0.107,1363333000,325379000,2.91,0.112,-0.006,84,23.62,13.09,1.015,1.734,1.121,10.55,1.128,77.1,41.16,69.96,56.96,30423700,None,12/30/08
RVMD,Common Stock,Revolution Medicines Inc,"Revolution Medicines, Inc., a precision clinical-stage oncology company, is focused on developing therapies to inhibit borderline targets in RAS-addicted cancers. The company is headquartered in Redwood City, California.",1628171,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","700 SAGINAW DR, REDWOOD CITY, CA, US",December,6/30/23,3826408000,-317656992,None,None,8.53,0,0,-3.29,0.314,0,-10.91,-0.236,-0.414,29524000,-217693000,-3.29,0,-0.581,34.33,-,-,72.24,3.162,53.04,-6.63,1.43,35.5,17.47,28.69,25.3,109170000,None,None
SEZL,Common Stock,Sezzle Inc. Common Stock,"Sezzle Inc. is a technology-enabled payments company primarily in the United States and Canada. The company is headquartered in Minneapolis, Minnesota.",1662991,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","251 1ST AVENUE N, SUITE 200, MINNEAPOLIS, MN, US",December,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,81.08,10.75,0,0,0,None,None
RNAZ,Common Stock,Transcode Therapeutics Inc,"TransCode Therapeutics, Inc., a biopharmaceutical company, is dedicated to the development and commercialization of drugs for the treatment of metastatic diseases. The company is headquartered in Boston, Massachusetts.",1829635,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"6 LIBERTY SQUARE, #2382, BOSTON, MA, US",December,6/30/23,3058800,-20398050,None,None,1.073,0,0,-19.52,0,0,0,-1.28,-2.559,0,0,-19.52,0,0,12,-,-,-,0.719,-,-0.527,-0.596,31,0.5,2.095,6.92,2025700,None,None
SNOA,Common Stock,Sonoma Pharmaceuticals Inc,"Sonoma Pharmaceuticals, Inc., develops and produces stabilized hypochlorous acid (HOCl) products for various applications, including wound care, animal health care, eye care, oral care, and dermatological conditions in the United States and internationally. The company is headquartered in Woodstock, Georgia.",1367083,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"1129 N. MCDOWELL BLVD., PETALUMA, CA, US",March,6/30/23,3996800,-4816000,None,0,1.409,0,0,-1.5,3.3,-0.447,-0.39,-0.187,-0.748,12716000,4477000,-1.5,0,-0.14,3.25,-,-,0.347,0.623,0.144,-0.329,1.229,3.34,0.72,0.941,1.103,5177900,6/20/19,None
